Motion Through Fluids Experiment Tue, Feb 28, 2023 3:20 PM
Time(sec)	Position(mm)
7.944	0.000
7.994	0.000
8.044	0.000
8.094	0.000
8.144	0.000
8.194	0.000
8.244	0.000
8.294	0.675
8.344	1.222
8.394	2.315
8.444	3.409
8.494	5.049
8.544	6.142
8.594	7.782
8.644	8.876
8.694	10.516
8.744	11.610
8.794	13.250
8.844	14.343
8.894	15.984
8.944	17.077
8.994	19.264
9.044	19.811
9.094	21.451
9.144	22.545
9.194	24.185
9.244	25.825
9.294	26.918
9.344	28.559
9.394	29.652
9.444	31.292
9.494	32.386
9.544	34.026
9.594	35.120
9.644	36.760
9.694	37.853
9.745	39.494
9.794	40.587
9.844	42.227
9.894	43.321
9.944	44.414
9.994	46.601
10.044	47.695
10.094	48.788
10.144	46.601
10.194	51.522
10.244	53.162
10.294	54.256
10.344	55.896
10.394	56.989
10.444	58.630
10.495	60.270
10.544	61.363
10.594	63.004
10.644	64.644
10.694	65.737
10.744	67.378
10.794	68.471
10.844	70.111
10.894	71.205
10.944	72.845
10.994	73.938
11.044	75.579
11.094	76.672
11.144	78.312
11.194	79.406
11.244	81.046
11.294	82.140
11.344	83.780
11.394	84.873
11.444	86.514
11.494	87.607
11.544	89.247
11.594	90.341
11.644	91.981
11.694	93.074
11.744	94.715
11.794	95.808
11.846	97.448
11.894	98.542
11.944	100.182
12.044	102.916
12.094	104.009
12.144	105.650
12.194	107.290
12.244	108.383
12.294	110.024
12.344	111.117
12.394	112.210
12.444	113.304
12.494	114.944
12.544	116.038
12.594	117.678
12.644	118.771
12.694	120.412
12.744	121.505
12.794	123.145
12.844	124.786
12.894	125.879
12.944	127.519
12.994	128.613
13.044	130.253
13.094	131.347
13.144	132.987
13.194	134.080
13.244	135.720
13.294	136.814
13.344	138.454
13.394	139.548
13.444	141.188
13.494	142.828
13.544	143.922
13.594	145.562
13.644	146.655
13.694	148.296
13.744	149.389
13.794	151.029
13.844	152.123
13.894	153.763
13.944	154.856
13.995	156.497
14.044	157.590
14.094	159.230
14.144	160.324
14.194	161.964
14.244	163.058
14.294	164.698
14.344	165.791
14.394	167.432
14.444	168.525
14.494	170.165
14.544	171.259
14.594	172.899
14.644	173.992
14.694	175.633
14.744	176.726
14.794	178.366
14.844	179.460
14.894	181.100
14.944	182.194
14.994	183.287
15.044	185.474
15.094	186.021
15.144	188.208
15.194	189.301
15.244	190.395
15.294	192.035
15.344	193.129
15.394	194.222
15.444	194.222
15.494	194.222
15.544	198.596
15.594	199.689
15.644	201.330
15.694	202.423
15.744	204.063
15.794	205.157
15.844	206.797
15.894	207.891
15.944	209.531
15.994	210.624
16.044	212.265
16.094	213.358
16.144	214.998
16.194	216.638
16.244	217.732
16.294	218.825
16.344	220.466
16.394	222.106
16.444	223.199
16.494	224.293
16.544	225.933
16.594	227.027
16.644	228.667
16.695	229.760
16.744	231.401
16.794	232.494
16.844	233.588
16.894	235.228
16.944	236.321
16.994	237.962
17.044	239.055
17.094	240.695
17.144	241.789
17.194	243.429
17.244	244.522
17.294	246.163
17.344	247.256
17.394	248.350
17.444	249.990
17.494	251.083
17.544	252.177
17.594	253.270
17.644	254.364
17.694	254.911
17.744	255.457
17.794	0.000
17.844	0.000
17.894	0.000
17.944	0.000
17.994	0.000
18.044	0.000
18.094	0.000
18.144	0.000
18.194	0.000
18.244	0.000
18.294	0.000
18.344	0.000
18.394	0.000
18.444	0.000
18.494	0.000
18.544	0.000
18.594	0.000
18.644	0.000
18.694	0.000
18.744	0.000
18.794	0.000
18.844	0.000
18.894	0.000
18.944	0.000
18.994	0.000
19.044	0.000
19.094	0.000
19.144	0.000
19.194	0.000
19.244	0.000
19.294	0.000
19.344	0.000
19.394	0.000
19.444	0.000
19.494	0.000
19.544	0.000
19.594	0.000
19.644	0.000
19.694	0.000
19.745	0.000
19.794	0.000
19.844	0.000
19.895	0.000
19.944	0.000
19.994	0.000
20.044	0.000
20.094	0.000
20.144	0.000
20.194	0.000
20.244	0.000
20.294	0.000
20.344	0.000
20.394	0.000
20.444	0.000
20.494	0.000
20.544	0.000
20.594	0.000
20.644	0.000
20.694	0.000
20.744	0.000
20.794	0.000
20.844	0.000
20.894	0.000
20.944	0.000
20.994	0.000
21.044	0.000
21.095	0.000
21.144	0.000
21.194	0.000
21.244	0.000
21.294	0.000
21.344	0.000
21.394	0.000
21.444	0.000
21.494	0.000
21.544	0.000
21.595	0.000
21.644	0.000
21.694	0.000
21.744	0.000
21.794	0.000
21.844	0.000
21.894	0.000
21.944	0.000
21.994	0.000
22.044	0.000
22.095	0.000
22.144	0.000
22.194	0.000
22.244	0.000
